building_name,device_id,community,device_no,model,serial,routeros_version,management_ip,management_port,management_url,circuit_no,bandwidth,uptime,checked_at,class_name,form_id
水舞川,323,水舞川,shinnan-x50,RB450Gx4,E1D80DD68AFE,6.49.13,122.117.182.209,9000,http://122.117.182.209:9000/,6Y498242,500M/500M,72天 05:05:53,115/05/17 19:04:01,SF_1,323
曼哈頓,281,曼哈頓,shinnan-021,RB450Gx4,ADBA0AFC6988,6.49.13,122.117.15.251,9000,http://122.117.15.251:9000/,6Y079660,500M/500M,72天 08:38:59,115/05/17 19:04:01,SF_1,281
高岡屋,362,高岡屋,shinnan-024,RB5009UG+S+,HFD093THPWR,7.18.2,211.75.240.185,9000,http://211.75.240.185:9000/,,,73天 01:21:12,115/05/17 19:04:01,SF_1,362
白京京站,358,白京京站,shinnan-226,RB450Gx4,HFA098NSHC4,6.49.13,114.35.230.114,9000,http://114.35.230.114:9000/,6Y331481,300M/300M,73天 06:23:16,115/05/17 19:04:01,SF_1,358
漾煙波,380,漾煙波,shinnan-232,RB450Gx4,HGS0AECTZTF,6.49.19,125.228.225.128,9000,http://125.228.225.128:9000/,6Y356220,500M/500M,73天 21:49:22,115/05/17 19:04:01,SF_1,380
荷蘭家鄉,317,荷蘭家鄉,shinnan-062,RB450Gx4,HD50863NKYC,6.49.19,114.33.178.92,9000,http://114.33.178.92:9000/,6Y134244,300M/300M,74天 05:53:41,115/05/17 19:04:01,SF_1,317
皇龍第一園,236,皇龍第一園,shinnan-052,RB450Gx4,B8D00BEEE922,6.49.19,220.134.144.136,9000,http://220.134.144.136:9000/,6Y052345,300M/300M,75天 09:35:08,115/05/17 19:04:01,SF_1,236
佳鋐城心,404,佳鋐城心,shinnan-250,RB450Gx4,HF20964P5BF,6.49.18,220.134.144.186,9000,http://220.134.144.186:9000/,6Y001753,500M/500M,75天 15:04:38,115/05/17 19:04:01,SF_1,404
佳鋐城意,403,佳鋐城意,shinnan-294,RB450Gx4,HF209210AW0,6.49.18,220.134.145.134,9000,http://220.134.145.134:9000/,6Y438679,300M/300M,75天 17:30:01,115/05/17 19:04:01,SF_1,403
凱悅新世界,169,凱悅新世界,shinnan-089,RB450Gx4,E1D80D7E6B2F,6.49.18,220.134.144.212,9000,http://220.134.144.212:9000/,6Y439091,300M/300M,76天 02:39:51,115/05/17 19:04:01,SF_1,169
地中海,422,地中海,shinnan-085,RB5009UG+S+,HK70AMEK4DF,7.18.2,218.161.22.118,9000,http://218.161.22.118:9000/,6Y168791,500M/500M,76天 03:36:47,115/05/17 19:04:01,SF_1,422
文元會館,313,文元會館,shinnan-206,RB450Gx4,HD5089QDJDX,6.49.19,220.134.144.168,9000,http://220.134.144.168:9000/,6Y272992,300M/300M,76天 05:28:19,115/05/17 19:04:01,SF_1,313
寬薪園5,386,寬薪園5,shinnan-254,RB450Gx4,HEX099YTJX9,6.49.13,125.229.206.246,9000,http://125.229.206.246:9000/,6Y391204,500M/500M,78天 11:46:06,115/05/17 19:04:01,SF_1,386
永平7,27,永平7,shinnan-x31,RB750Gr3,C55D0B5EE560,6.49.18,122.117.12.49,9000,http://122.117.12.49:9000/,6583Y035992,500M/500M,78天 22:38:00,115/05/17 19:04:01,SF_1,27
京城上新光,196,京城上新光,shinnan-237,RB750Gr3,6F38073D7332,6.49.17,220.134.144.208,9000,http://220.134.144.208:9000/,6Y363383,300M/300M,79天 05:16:32,115/05/17 19:04:01,SF_1,196
煙波四季,328,煙波四季,shinnan-242,RB450Gx4,HD50880CKNK,6.49.19,220.133.117.71,9000,http://220.133.117.71:9000/,6Y367579,500M/500M,79天 09:52:52,115/05/17 19:04:01,SF_1,328
湖美麗,110,湖美麗,shinnan-239,RB750Gr3,6F39062566F5,7.12.1,220.134.144.209,9000,http://220.134.144.209:9000/,6Y364713,300M/300M,81天 03:24:14,115/05/17 19:04:01,SF_1,110
東方郡國,280,東方郡國,shinnan-136,RB750Gr3,6F3906A61142,6.49.18,59.127.246.61,9000,http://59.127.246.61:9000/,6Y074549,300M/300M,81天 04:01:18,115/05/17 19:04:01,SF_1,280
綠意華廈,16,綠意華廈,shinnan-044,RB450Gx4,HCW080TBB4Q,6.49.19,122.117.198.92,9000,http://122.117.198.92:9000/,6Y141385,300M/300M,81天 04:37:59,115/05/17 19:04:01,SF_1,16
快可易,275,快可易,shinnan-716,RB750Gr3,8B000AB16927,6.49.19,220.133.228.150,9000,http://220.133.228.150:9000/,72Y157504,300M/300M,81天 05:38:58,115/05/17 19:04:01,SF_1,275
和宜勝利,322,和宜勝利,shinnan-295,RB450Gx4,HD508DX0076,6.49.18,59.127.30.243,9000,http://59.127.30.243:9000/,6Y439663,500M/500M,81天 07:33:21,115/05/17 19:04:01,SF_1,322
拾得3,109,拾得3,shinnan-307,RB750Gr3,D5030D3A1D13,6.49.13,125.229.205.60,9000,http://125.229.205.60:9000/,6583Y032686,300M/300M,81天 09:23:14,115/05/17 19:04:01,SF_1,109最愛大廈,167,最愛大廈,shinnan-147,RB750Gr3,CC220D9A4944,6.49.13,122.117.185.122,9000,http://122.117.185.122:9000/,6Y095291,300M/300M,82天 02:17:50,115/05/17 19:04:01,SF_1,167
莘學綠,108,莘學綠,shinnan-x03,RB750Gr3,6F3906B05922,6.49.13,122.117.214.163,9000,http://122.117.214.163:9000/,6572Y016775,500M/500M,82天 03:23:46,115/05/17 19:04:01,SF_1,108
成大榕園,117,成大榕園,shinnan-158,RB750Gr3,8B000A8381ED,6.49.13,220.133.11.72,9000,http://220.133.11.72:9000/,6Y458656,300M/300M,82天 03:41:33,115/05/17 19:04:01,SF_1,117
真邦,372,真邦,shinnan-247,RB750Gr3,8B000AFBA88A,6.49.13,122.117.201.178,9000,http://122.117.201.178:9000/,6Y301780,300M/300M,83天 04:04:20,115/05/17 19:04:01,SF_1,372
府城新象,141,府城新象,shinnan-010,RB450Gx4,E1D80FCCFAA8,6.49.18,220.134.144.163,9000,http://220.134.144.163:9000/,6Y128703,300M/300M,83天 04:13:45,115/05/17 19:04:01,SF_1,141
百達富御,261,百達富御,shinnan-602,RB750Gr3,6F38081D3F93,6.49.13,122.117.49.69,9000,http://122.117.49.69:9000/,72Y371869,300M/300M,84天 11:07:26,115/05/17 19:04:01,SF_1,261
爵美,13,爵美,shinnan-743,RB750Gr3,CC220DDC3A68,6.49.7,220.135.240.236,9000,http://220.135.240.236:9000/,72Y339644,300M/300M,87天 00:07:24,115/05/17 19:04:01,SF_1,13
名流大地,29,名流大地,shinnan-002,RB750Gr3,D5030E92C06C,6.49.18,114.35.230.157,9000,http://114.35.230.157:9000/,6Y439087,300M/300M,89天 11:30:07,115/05/17 19:04:01,SF_1,29
高鐵棧,367,高鐵棧,shinnan-608,RB450Gx4,HFA09D8KQQB,6.49.18,59.127.165.191,9000,http://59.127.165.191:9000/,72Y641079,500M/500M,90天 06:08:00,115/05/17 19:04:01,SF_1,367
J時尚,157,J時尚,shinnan-745,RB750Gr3,8B000A2E5AAE,6.49.7,220.134.182.61,9000,http://220.134.182.61:9000/,77Y119177,300M/300M,91天 12:44:42,115/05/17 19:04:01,SF_1,157
紐約五七街,214,紐約五七街,shinnan-055,RB750Gr3,C55D0BA5F3C4,6.49.19,220.134.144.201,9000,http://220.134.144.201:9000/,6Y113674,300M/300M,93天 18:36:29,115/05/17 19:04:01,SF_1,214
峰雲會,91,峰雲會,shinnan-192,RB750Gr3,D5030E237B2E,7.14.3,220.133.112.184,9000,http://220.133.112.184:9000/,6Y232032,500M/500M,93天 23:27:31,115/05/17 19:04:01,SF_1,91
棕櫚泉,66,棕櫚泉,shinnan-185,RB750Gr3,CC220EBCB774,6.49.18,114.35.230.50,9000,http://114.35.230.50:9000/,6Y214683,300M/300M,93天 23:40:45,115/05/17 19:04:01,SF_1,66
真祥家9,421,真祥家9,shinnan-335,RB5009UG+S+,HJ80AC3E624,7.16.2,61.216.114.67,9000,http://61.216.114.67:9000/,,,95天 07:34:08,115/05/17 19:04:01,SF_1,421
太子金典,163,太子金典,shinnan-130,RB450Gx4,E1D80F073A61,7.18.2,61.216.114.197,9000,http://61.216.114.197:9000/,,,96天 02:55:03,115/05/17 19:04:01,SF_1,163
歐洲世界,56,歐洲世界,shinnan-053,RB4011iGS+,D4450EBA3EDC,7.18.2,210.61.41.33,9000,http://210.61.41.33:9000/,,,96天 04:41:54,115/05/17 19:04:01,SF_1,56
得意居,195,得意居,shinnan-186,RB750Gr3,6F3906B7AEA1,6.49.19,122.117.199.217,9000,http://122.117.199.217:9000/,6Y214682,500M/500M,97天 06:10:36,115/05/17 19:04:01,SF_1,195
皇苑創世紀,20,皇苑創世紀,shinnan-705,RB750Gr3,D5030E508D03,6.49.13,59.127.165.196,9000,http://59.127.165.196:9000/,72Y196024,500M/500M,98天 10:46:54,115/05/17 19:04:01,SF_1,20
春福御邸,309,春福御邸,shinnan-x44,RB450Gx4,HD508350WPX,7.18.2,61.216.49.7,9000,http://61.216.49.7:9000/,,,100天 04:11:14,115/05/17 19:04:01,SF_1,309
騰揮會館,81,騰揮會館,shinnan-255,RB750Gr3,D5030D2C648A,6.49.18,220.134.144.137,9000,http://220.134.144.137:9000/,6Y392610,100M/40M,100天 09:05:34,115/05/17 19:04:01,SF_1,81
長榮新城A區,4,長榮新城A區,shinnan-060,RB450Gx4,HCW08FSEXMR,6.49.19,125.229.204.39,9000,http://125.229.204.39:9000/,6Y165572,300M/300M,100天 20:06:38,115/05/17 19:04:01,SF_1,4
山豐海富E+,407,山豐海富E+,shinnan-x28,RB450Gx4,HHK0AAZDFTM,6.49.13,220.134.145.242,9000,http://220.134.145.242:9000/,6Y480350,300M/300M,101天 02:11:04,115/05/17 19:04:01,SF_1,407
山豐海富,227,山豐海富,shinnan-273,RB450Gx4,HCW081SXHW1,6.49.18,125.228.209.57,9000,http://125.228.209.57:9000/,6583Y030079,500M/500M,102天 03:43:47,115/05/17 19:04:01,SF_1,227
水森林,9,水森林,shinnan-757,RB5009UG+S+,HEA08X2E7E5,7.12.1,220.130.243.157,9000,http://220.130.243.157:9000/,,,102天 17:18:12,115/05/17 19:04:01,SF_1,9
御京鄉,200,御京鄉,shinnan-153,RB750Gr3,6F3906E14213,6.49.19,59.127.30.223,9000,http://59.127.30.223:9000/,6Y093735,300M/300M,103天 01:16:05,115/05/17 19:04:01,SF_1,200
羅丹天地,292,羅丹天地,shinnan-205,RB750Gr3,D5030D8CF22A,6.49.13,122.117.198.107,9000,http://122.117.198.107:9000/,6Y008330,300M/300M,103天 05:47:53,115/05/17 19:04:01,SF_1,292
維冠龍殿,259,維冠龍殿,shinnan-004,RB4011iGS+,B8F40A18D539,7.18.2,211.21.244.245,9000,http://211.21.244.245:9000/,,,104天 04:03:46,115/05/17 19:04:01,SF_1,259
大橋京華,119,大橋京華,shinnan-057,RB750Gr3,D5030EB951EE,6.49.13,125.229.205.145,9000,http://125.229.205.145:9000/,6Y195400,300M/300M,104天 06:14:21,115/05/17 19:04:01,SF_1,119
深耕8,178,深耕8,shinnan-x47,RB450Gx4,B8D00BD9A69B,6.49.18,59.127.100.85,9000,http://59.127.100.85:9000/,6Y496526,500M/500M,104天 06:56:28,115/05/17 19:04:01,SF_1,178
坎城風情,340,坎城風情,shinnan-088,RB5009UG+S+,HFE09A0C8RF,7.12.1,59.127.30.224,9000,http://59.127.30.224:9000/,6Y490461,500M/500M,105天 09:17:40,115/05/17 19:04:01,SF_1,340
